Sample_Type	Vendor_ID	Compound_Name	SMILES	Screened_Concentration	Peptide_Lum_Rep1	Peptide_Lum_Rep2	Peptide_Avg_Lum	Peptide_Zscore_Rep1	Peptide_Zscore_Rep2	Peptide_Avg_Zscore	Peptide_Hit_Rep1	Peptide_Hit_Rep2	Nuc_Lum_Rep1	Nuc_Lum_Rep2	Nuc_Avg_Lum	Nuc_Zscore_Rep1	Nuc_Zscore_Rep2	Nuc_Avg_Zscore	Nuc_Hit_Rep1	Nuc_Hit_Rep2	Peptide_Screen_Hit	Nuc_Screen_Hit	Hit_Type
Primary Screen Hit	ChemBridge 14937743	N-[3-(3,4-dihydroquinolin-1(2H)-yl)propyl]-2-morpholin-2-ylacetamide dihydrochloride	N1(CCCc(cccc2)c12)CCCNC(=O)CC(C3)OCCN3	533.3 uM	4221	13555	8888	-19.95	-21.37	-20.66	Y	Y	49393	59772	54582.5	-5.23	-6.27	-5.75	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 94859642	9-hydroxy-2-(1'H-spiro[indene-1,4'-piperidin]-1'-ylmethyl)-4H-pyrido[1,2-a]pyrimidin-4-one	N1(C=CC=C2O)C2=NC(CN(CC3)CCC34c5c(C=C4)cccc5)=CC1=O	533.3 uM	86568	113182	99875	-9.15	-7.99	-8.57	Y	Y	4165	3886	4025.5	-9.51	-11.78	-10.65	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 81292702	2-[(3,5-dimethylisoxazol-4-yl)methyl]-8-(pyridin-4-ylmethyl)-2,8-diazaspiro[4.5]decan-3-one	c(c1C)(c(C)on1)CN2CC(CC2=O)(CC3)CCN3Cc(cc4)ccn4	533.3 uM	3328	6070	4699	-20.07	-22.38	-21.22	Y	Y	10977	6703	8840	-8.86	-11.51	-10.18	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 95533598	N-[3-(1,3-dihydro-2H-isoindol-2-yl)propyl]-4-(1H-tetrazol-1-yl)benzamide	n1(c(cc2)ccc2C(NCCCN(Cc3c4cccc3)C4)=O)cnnn1	533.3 uM	88618	122477	105547.5	-8.88	-6.74	-7.81	Y	Y	35227	41620	38423.5	-6.57	-8.06	-7.31	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 83629361	2-({2-amino-6-[4-(1-isopropyl-1H-imidazol-2-yl)-1-piperidinyl]-4-pyrimidinyl}amino)ethanol	n1c(N)nc(cc1N(CC2)CCC2c3nccn3C(C)C)NCCO	533.3 uM	14591	20076	17333.5	-18.59	-20.49	-19.54	Y	Y	408	441	424.5	-9.86	-12.12	-10.99	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 69476781	5-[5-methyl-2-(1H-pyrazol-1-yl)benzyl]-4,5,6,7-tetrahydrothieno[3,2-c]pyridine-2-carboxylic acid	c(C1)(c2)c(CCN1Cc3cc(C)ccc3n4cccn4)sc2C(O)=O	533.3 uM	111770	127224	119497	-5.84	-6.10	-5.97	Y	Y	38837	43011	40924	-6.22	-7.92	-7.07	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 85145676	2-[(2,6-dimethoxypyridin-3-yl)carbonyl]-1,2,3,4-tetrahydroisoquinolin-4-ol	N1(CC(O)c(c2C1)cccc2)C(=O)c3ccc(nc3OC)OC	533.3 uM	57454	86539	71996.5	-12.97	-11.56	-12.27	Y	Y	35616	52368	43992	-6.53	-7.00	-6.76	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 45447190	((1S)-1-{[3-(1-naphthyl)-6,7-dihydroisoxazolo[4,5-c]pyridin-5(4H)-yl]carbonyl}butyl)amine hydrochloride	c1(c(CCN2C([C@H](CCC)N)=O)onc1c3cccc(cccc4)c34)C2	533.3 uM	19749	36509	28129	-17.91	-18.29	-18.10	Y	Y	66784	62033	64408.5	-3.58	-6.04	-4.81	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 52883656	N-[3-methoxy-5-(1H-tetrazol-1-yl)phenyl]-2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)acetamide	n1c(CC(=O)Nc(cc(OC)cc2n3cnnn3)c2)c(oc1c4ccccc4)C	533.3 uM	122199	116411	119305	-4.48	-7.55	-6.01	Y	Y	54318	72296	63307	-4.76	-5.03	-4.89	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 97439664	2-(2-{[(2-ethyl-1,2,3,4-tetrahydroisoquinolin-3-yl)carbonyl]amino}ethyl)-1,3-thiazole-4-carboxylic acid	c1(C(O)=O)csc(CCNC(=O)C2Cc3c(CN2CC)cccc3)n1	533.3 uM	37236	43485	40360.5	-15.62	-17.35	-16.48	Y	Y	2838	3239	3038.5	-9.63	-11.85	-10.74	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 36145602	4-(2-fluorobenzyl)-N-[2-(1-hydroxycyclopentyl)ethyl]piperidine-1-carboxamide	C(NCCC1(CCCC1)O)(=O)N2CCC(CC2)Cc3ccccc3F	533.3 uM	57039	86419	71729	-13.02	-11.58	-12.30	Y	Y	48640	69988	59314	-5.30	-5.26	-5.28	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 95927923	5-{[3-(3-isobutyl-1,2,4-oxadiazol-5-yl)piperidin-1-yl]carbonyl}-2-phenyl-1,2-dihydro-3H-pyrazol-3-one	C1(C(=O)N(CCCC2c3onc(CC(C)C)n3)C2)=CC(N(c4ccccc4)N1)=O	533.3 uM	74436	103010	88723	-10.74	-9.35	-10.05	Y	Y	31083	45991	38537	-6.96	-7.63	-7.29	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 99975978	6-{4-[(2-methyl-2,7-diazaspiro[4.5]dec-7-yl)carbonyl]phenyl}pyridin-2-amine	N(CCCC1(CCN2C)C2)(C1)C(=O)c(cc3)ccc3c4cccc(N)n4	533.3 uM	123456	99416	111436	-4.31	-9.83	-7.07	Y	Y	210	250	230	-9.88	-12.14	-11.01	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 83612371	[1-({[4-(3-methylpyridin-2-yl)piperazin-1-yl]carbonyl}amino)cyclohexyl]acetic acid	C(=O)(NC1(CCCCC1)CC(O)=O)N(CC2)CCN2c3c(cccn3)C	533.3 uM	58492	72371	65431.5	-12.83	-13.47	-13.15	Y	Y	37721	42815	40268	-6.33	-7.94	-7.14	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 74616539	3-(1-isoquinolinyl)-11-(2-methoxyethyl)-7-oxa-3,11-diazaspiro[5.6]dodecan-10-one	c1(nccc(cccc2)c12)N(CC3)CCC3(OCCC(=O)N4CCOC)C4	533.3 uM	47587	55908	51747.5	-14.26	-15.68	-14.97	Y	Y	22838	36948	29893	-7.74	-8.52	-8.13	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 93597921	4-amino-3-[(2-{4-[(dimethylamino)methyl]phenyl}pyrrolidin-1-yl)carbonyl]phenol hydrochloride	C(=O)(c1cc(O)ccc1N)N2CCCC2c3ccc(cc3)CN(C)C	533.3 uM	87267	97361	92314	-9.06	-10.11	-9.58	Y	Y	2675	2589	2632	-9.65	-11.91	-10.78	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 74096250	N-(azepan-2-ylmethyl)-4-[(2-hydroxyethyl)(methyl)amino]benzamide	C(=O)(c(cc1)ccc1N(C)CCO)NCC2CCCCCN2	533.3 uM	116101	108205	112153	-5.28	-8.65	-6.96	Y	Y	66852	82552	74702	-3.57	-4.02	-3.79	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 97191254	N-(imidazo[1,2-a]pyridin-3-ylmethyl)-N-methyl-2-(pyrrolidin-1-ylmethyl)-1,3-thiazole-5-carboxamide	c1(cnc(CN2CCCC2)s1)C(=O)N(C)Cc3cnc(cccc4)n34	533.3 uM	100506	123811	112158.5	-7.32	-6.56	-6.94	Y	Y	64237	84201	74219	-3.82	-3.85	-3.84	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 87964713	2-methyl-5-({methyl[3-(1H-pyrazol-1-yl)propyl]amino}methyl)pyrazolo[1,5-a]pyrimidin-7(4H)-one	n12c(NC(CN(C)CCCn3cccn3)=CC1=O)cc(C)n2	533.3 uM	76390	81238	78814	-10.48	-12.28	-11.38	Y	Y	56245	72913	64579	-4.58	-4.97	-4.77	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 42112577	N~4~-{[1-(4-fluorophenyl)pyrrolidin-3-yl]methyl}-6-methylpyrimidine-2,4-diamine	n1c(NCC(CCN2c3ccc(cc3)F)C2)cc(nc1N)C	533.3 uM	95024	98541	96782.5	-8.04	-9.95	-9.00	Y	Y	32208	36495	34351.5	-6.85	-8.56	-7.71	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 72704164	5-{[(1S*,5R*)-3-(2,3-dihydro-1H-inden-2-yl)-3,6-diazabicyclo[3.2.2]non-6-yl]carbonyl}pyridine-2-carbonitrile	N1(C[C@@H](CC[C@@H]1C2)CN2C3Cc4c(cccc4)C3)C(=O)c(ccc(n5)C#N)c5	533.3 uM	86181	96295	91238	-9.20	-10.25	-9.73	Y	Y	10969	14394	12681.5	-8.86	-10.75	-9.80	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 14215249	N-[(5-butyl-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazin-2-yl)methyl]-7-methylimidazo[1,2-a]pyridine-2-carboxamide	c1(C(=O)NCc(cc(n2CCN3CCCC)C3)n2)cn(c4n1)ccc(C)c4	533.3 uM	86718	102150	94434	-9.13	-9.47	-9.30	Y	Y	38274	50372	44323	-6.28	-7.19	-6.74	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 89006586	4-{[4-(3,4-dihydroisoquinolin-2(1H)-yl)piperidin-1-yl]carbonyl}-6-isopropylpyrimidin-2-amine	c1(cc(C(C)C)nc(N)n1)C(=O)N(CC2)CCC2N3CCc(c4C3)cccc4	533.3 uM	93687	105411	99549	-8.22	-9.03	-8.62	Y	Y	44029	57274	50651.5	-5.73	-6.51	-6.12	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 15771209	N'-[2,2-dimethyl-1-(pyrrolidin-1-ylmethyl)propyl]-N-[(8-methoxyquinolin-5-yl)methyl]-N-methylurea	C(=O)(N(C)Cc1ccc(c2c1cccn2)OC)NC(C(C)(C)C)CN3CCCC3	533.3 uM	25694	30711	28202.5	-17.13	-19.07	-18.10	Y	Y	14863	23114	18988.5	-8.49	-9.89	-9.19	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 88637129	4-(2-hydroxyphenyl)-N-[(1-propylpyrrolidin-3-yl)methyl]piperazine-1-carboxamide	C(=O)(NCC(CCN1CCC)C1)N(CC2)CCN2c3ccccc3O	533.3 uM	125926	133374	129650	-3.99	-5.27	-4.63	Y	Y	46783	58887	52835	-5.47	-6.35	-5.91	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 75077674	N-[1-methyl-2-(2-thienyl)ethyl]-3-pyridin-2-yl-1H-pyrazole-5-carboxamide	c1(C(=O)NC(C)Cc2cccs2)[nH]nc(c3ccccn3)c1	533.3 uM	68482	69251	68866.5	-11.52	-13.89	-12.70	Y	Y	11206	11406	11306	-8.84	-11.04	-9.94	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 97827997	N-(3-azepan-1-ylpropyl)-2-methoxy-N-methylpyrimidine-5-carboxamide	C(=O)(N(C)CCCN1CCCCCC1)c(cn2)cnc2OC	533.3 uM	22541	39033	30787	-12.79	-12.57	-12.68	Y	Y	11988	17402	14695	-8.46	-9.00	-8.73	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 85076178	3-{(3R*,4S*)-1-[4-(ethylamino)pyrimidin-2-yl]-4-morpholin-4-ylpiperidin-3-yl}propan-1-ol	c1(nccc(NCC)n1)N(CC2)C[C@H]([C@H]2N(CC3)CCO3)CCCO	533.3 uM	17692	31324	24508	-13.76	-14.05	-13.91	Y	Y	11280	16902	14091	-8.54	-9.06	-8.80	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 93018016	2,3,5-trimethyl-N-[1-(3-methylpyridin-2-yl)propyl]pyrazolo[1,5-a]pyrimidin-7-amine	n12c(nc(C)cc1NC(CC)c3c(cccn3)C)c(c(C)n2)C	533.3 uM	55575	77053	66314	-6.18	-5.25	-5.71	Y	Y	21479	8244	14861.5	-7.44	-10.05	-8.74	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 52528177	N-(2-azepan-1-ylethyl)-4-(3-cyanopyridin-2-yl)-N-ethylbenzamide	C(=O)(c(cc1)ccc1c2ncccc2C#N)N(CC)CCN3CCCCCC3	533.3 uM	67743	76465	72104	-3.74	-5.36	-4.55	Y	Y	51475	66706	59090.5	-4.21	-3.39	-3.80	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 92004874	N-{[3-(4-fluorophenyl)-1H-pyrazol-4-yl]methyl}-N'-[(1-isopropylpyrrolidin-2-yl)methyl]-N-methylurea	c1(c[nH]nc1c2ccc(cc2)F)CN(C)C(=O)NCC3CCCN3C(C)C	533.3 uM	46266	53924	50095	-8.04	-9.70	-8.87	Y	Y	47621	49182	48401.5	-4.63	-5.38	-5.01	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 72957351	6-[({2-[(3-methylpyridin-4-yl)amino]ethyl}amino)methyl]-2-naphthol	c1(ccc(c2)O)c2ccc(CNCCNc3ccncc3C)c1	533.3 uM	753	983	868	-17.15	-19.90	-18.52	Y	Y	563	957	760	-9.69	-10.88	-10.28	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 63206467	N-[(4-acetylmorpholin-2-yl)methyl]-4-[2-(1H-pyrazol-1-yl)ethyl]piperidine-1-carboxamide	C(=O)(NCC(OCCN1C(C)=O)C1)N2CCC(CC2)CCn3cccn3	533.3 uM	1495	1355	1425	-17.00	-19.82	-18.41	Y	Y	738	846	792	-9.67	-10.89	-10.28	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 13201368	7-(pyridin-3-ylcarbonyl)-N-(2-pyridin-4-ylethyl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4-amine	N(CC1)(Cc(c12)ncnc2NCCc(cc3)ccn3)C(=O)c(cccn4)c4	533.3 uM	36774	43196	39985	-9.94	-11.77	-10.85	Y	Y	60911	68297	64604	-3.20	-3.21	-3.20	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 14296223	1-isonicotinoyl-N-{2-[5-(tetrahydrofuran-2-yl)-1,2,4-oxadiazol-3-yl]ethyl}piperidin-4-amine	n1c(CCNC(CC2)CCN2C(c(cc3)ccn3)=O)noc1C4CCCO4	533.3 uM	16438	32316	24377	-14.01	-13.86	-13.94	Y	Y	37110	55976	46543	-5.76	-4.61	-5.18	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 23366600	(1S*,5R*)-3-(1H-imidazol-2-ylmethyl)-6-(1,3-thiazol-4-ylmethyl)-3,6-diazabicyclo[3.2.2]nonan-7-one	N1(Cc2cscn2)[C@H](CC[C@@H](CN3Cc4[nH]ccn4)C1=O)C3	533.3 uM	53319	65746	59532.5	-6.63	-7.43	-7.03	Y	Y	33271	4142	18706.5	-6.17	-10.51	-8.34	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 18222434	4-(1-hydroxy-2-phenylethyl)-N-[2-(2-methyl-1H-imidazol-1-yl)ethyl]piperidine-1-carboxamide	C(NCCn1ccnc1C)(=O)N2CCC(CC2)C(O)Cc3ccccc3	533.3 uM	39838	55956	47897	-9.33	-9.31	-9.32	Y	Y	32446	39104	35775	-6.26	-6.53	-6.40	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 52782550	N-(8-pyrrolidin-1-ylquinolin-5-yl)-4-(1H-tetrazol-1-ylmethyl)benzamide	n1ncn(Cc(cc2)ccc2C(=O)Nc(cc3)c(cccn4)c4c3N5CCCC5)n1	533.3 uM	32	27	29.5	-17.29	-20.08	-18.69	Y	Y	126	118	122	-9.73	-10.97	-10.35	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 32128362	4-({4-[4-ethyl-5-(1H-pyrazol-1-ylmethyl)-4H-1,2,4-triazol-3-yl]piperidin-1-yl}methyl)pyridine	c1(Cn2cccn2)nnc(C(CC3)CCN3Cc(cc4)ccn4)n1CC	533.3 uM	117	104	110.5	-17.28	-20.07	-18.67	Y	Y	2992	3242	3117	-9.43	-10.62	-10.02	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 44462509	6-{[3-(pyridin-2-ylmethoxy)piperidin-1-yl]carbonyl}-3,4-dihydro[1]benzothieno[2,3-c]pyridin-1(2H)-one	c12c(CCNC1=O)c(c(ccc3C(=O)N4CCCC(C4)OCc5ccccn5)s2)c3	533.3 uM	6232	7084	6658	-16.05	-18.72	-17.39	Y	Y	78	121	99.5	-9.74	-10.97	-10.36	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 16747912	N-(2-morpholin-4-yl-2-pyridin-4-ylethyl)-2-(3-thienyl)acetamide	N(CC1)(CCO1)C(c(cc2)ccn2)CNC(Cc(ccs3)c3)=O	533.3 uM	975	1331	1153	-17.10	-19.83	-18.47	Y	Y	11536	9365	10450.5	-8.51	-9.92	-9.21	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 61634775	N-[2-(1-azepanyl)ethyl]-N-methyl-5-oxo-1-(4-pyridinylmethyl)-3-pyrrolidinecarboxamide	C(CC(N1Cc(cc2)ccn2)=O)(C1)C(=O)N(C)CCN3CCCCCC3	533.3 uM	35935	32466	34200.5	-10.11	-13.83	-11.97	Y	Y	56187	66174	61180.5	-3.71	-3.45	-3.58	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 20403526	2-(2-phenyl-1,3-thiazol-4-yl)-N-[1-(pyridin-4-ylmethyl)piperidin-4-yl]acetamide	n1c(csc1c2ccccc2)CC(=O)NC(CC3)CCN3Cc(cc4)ccn4	533.3 uM	10397	9205	9801	-15.22	-18.31	-16.77	Y	Y	31123	21011	26067	-6.40	-8.59	-7.50	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 63893507	N-[2-(3,4-dihydroisoquinolin-2(1H)-yl)-1-methylethyl]-1,2-dimethyl-1H-imidazole-4-sulfonamide	c1(cn(c(C)n1)C)S(=O)(=O)NC(C)CN(CCc(c23)cccc2)C3	533.3 uM	20544	36568	28556	-13.19	-13.04	-13.12	Y	Y	4822	5290	5056	-9.23	-10.38	-9.81	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 80590772	[5-(azepan-1-ylacetyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazin-2-yl](phenyl)methanol	c1(C(O)c2ccccc2)cc(n(CCN3C(=O)CN4CCCCCC4)n1)C3	533.3 uM	56532	64767	60649.5	-5.99	-7.62	-6.80	Y	Y	59348	61733	60540.5	-3.37	-3.95	-3.66	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 29817277	N-(3-cyano-4-methylphenyl)-N'-{[1-(4-methylpiperazin-1-yl)cyclopentyl]methyl}urea	N(CC1)(CCN1C)C2(CCCC2)CNC(=O)Nc(ccc(c3C#N)C)c3	533.3 uM	58430	63909	61169.5	-5.61	-7.78	-6.69	Y	Y	13089	14157	13623	-8.34	-9.37	-8.86	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 59131084	rel-(4aR,8aR)-7-methyl-1-(2-pyrazinylcarbonyl)-N-(4-pyridinylmethyl)octahydro-1,7-naphthyridine-4a(2H)-carboxamide	[C@@]1(CCCN2C(=O)c3cnccn3)(C(=O)NCc(cc4)ccn4)[C@]2([H])CN(C)CC1	533.3 uM	1310	1472	1391	-17.04	-19.80	-18.42	Y	Y	6248	4133	5190.5	-9.08	-10.52	-9.80	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 86701901	N-cyclopropyl-1-isonicotinoyl-4',5'-dihydrospiro[piperidine-4,7'-thieno[2,3-c]pyran]-2'-carboxamide	s1c(C(=O)NC2CC2)cc(CCOC3(CC4)CCN4C(c(cc5)ccn5)=O)c13	533.3 uM	15805	21308	18556.5	-14.14	-15.98	-15.06	Y	Y	22210	37908	30059	-7.36	-6.67	-7.01	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 16635376	5-{[1-(5-chloro-2-pyrimidinyl)-4-piperidinyl]methyl}-2(1H)-pyridinone	c1(ncc(cn1)Cl)N2CCC(CC2)CC(C=CC(N3)=O)=C3	533.3 uM	55196	64723	59959.5	-6.25	-7.62	-6.94	Y	Y	29639	38003	33821	-6.56	-6.66	-6.61	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 11235312	rac-(1S,5R)-N-[(7-fluoro-2-oxo-1,2-dihydroquinolin-3-yl)methyl]-10-oxo-3,9-diazabicyclo[3.3.2]decane-3-carboxamide	C1(CNC(=O)N(C[C@H](CCC2)NC(=O)[C@H]23)C3)=Cc(ccc(c4)F)c4NC1=O	533.3 uM	30160	45820	37990	-11.26	-11.26	-11.26	Y	Y	43680	62390	53035	-5.05	-3.88	-4.47	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 67103989	3-[(2-butyl-2,5-dihydro-1H-pyrrol-1-yl)carbonyl]-1-methyl-1,4,6,7-tetrahydro-5H-indazol-5-one	c1(C(=O)N2CC=CC2CCCC)nn(c(CCC(=O)C3)c13)C	533.3 uM	39345	51393	45369	-9.43	-10.19	-9.81	Y	Y	1565	1553	1559	-9.58	-10.81	-10.19	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 65498524	2-[1-(3,4-difluorobenzyl)-3-oxo-2-piperazinyl]-N-isobutylacetamide	N1(CCNC(=O)C1CC(=O)NCC(C)C)Cc(ccc(c2F)F)c2	533.3 uM	42770	48583	45676.5	-8.74	-10.73	-9.74	Y	Y	23529	26073	24801	-7.22	-8.02	-7.62	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 68218359	2,6-dimethoxy-N-[(3-methyl-5,6,7,8-tetrahydro-2,7-naphthyridin-4-yl)methyl]nicotinamide	c1(ccc(nc1OC)OC)C(=O)NCc2c(C)ncc(CN3)c2CC3	533.3 uM	45984	48342	47163	-8.10	-10.78	-9.44	Y	Y	35514	32886	34200	-5.93	-7.24	-6.58	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 99632347	(1R*,5R*)-3-{[3-(3-methoxyphenyl)-1H-pyrazol-5-yl]carbonyl}-6-propyl-3,6-diazabicyclo[3.2.2]nonane	c1([nH]nc(c2cccc(OC)c2)c1)C(=O)N3C[C@H](CC[C@@H]4C3)CN4CCC	533.3 uM	25400	33379	29389.5	-12.22	-13.66	-12.94	Y	Y	29033	29128	29080.5	-6.63	-7.67	-7.15	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 80867184	2-(3,4-dihydro-2H-chromen-6-ylcarbonyl)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid	N1(Cc2c(CC1C(O)=O)cccc2)C(=O)c3ccc4c(CCCO4)c3	533.3 uM	5695	8095	6895	-13.34	-21.94	-17.64	Y	Y	94	220	157	-12.05	-12.82	-12.43	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 85363813	3-benzyl-3-[2-(1,4-diazepan-1-yl)-2-oxoethyl]-1-methyl-1,3-dihydro-2H-indol-2-one hydrochloride	C1(Cc2ccccc2)(CC(=O)N(CC3)CCCN3)c(cccc4)c4N(C)C1=O	533.3 uM	0	0	0	-14.65	-24.58	-19.62	Y	Y	775	368	571.5	-11.93	-12.79	-12.36	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 87380808	5-({methyl[(2-methyl-2,3-dihydro-1H-isoindol-5-yl)methyl]amino}methyl)-N-(tetrahydrofuran-2-ylmethyl)pyrimidin-2-amine	c1(NCC2CCCO2)ncc(cn1)CN(C)Cc(ccc(c3C4)CN4C)c3	533.3 uM	36509	47433	41971	-6.24	-9.08	-7.66	Y	Y	17070	22646	19858	-9.04	-9.05	-9.05	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 96823570	(2S)-cyclopropyl{[(4-pyrimidin-2-yl-1,4-diazepan-1-yl)carbonyl]amino}acetic acid	C(=O)(N(CCCN1c2ncccn2)CC1)N[C@H](C(O)=O)C3CC3	533.3 uM	8689	11557	10123	-12.65	-20.81	-16.73	Y	Y	15095	24744	19919.5	-9.39	-8.70	-9.05	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 17409243	(5S)-5-{[(4-pyridinylmethyl)({3-[4-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl}methyl)amino]methyl}-2-pyrrolidinone	n1c(CN(Cc(cc2)ccn2)C[C@@H]3CCC(=O)N3)onc1c(cc4)ccc4C(F)(F)F	533.3 uM	135	181	158	-14.62	-24.53	-19.57	Y	Y	3511	4382	3946.5	-11.44	-12.12	-11.78	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 53522880	5-{[2,3-dihydro-1H-inden-2-yl(propyl)amino]methyl}-2-pyrazinecarboxylic acid	c1(cnc(cn1)CN(CCC)C2Cc3c(cccc3)C2)C(O)=O	533.3 uM	45068	53	22560.5	-4.27	-24.57	-14.42	Y	Y	32898	48445	40671.5	-6.24	-4.72	-5.48	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 61457212	2-[1-(2,3-dihydro-1H-inden-2-yl)-3-oxo-2-piperazinyl]-N-(2-hydroxyethyl)-N-isopropylacetamide	N1(CCNC(=O)C1CC(=O)N(CCO)C(C)C)C2Cc(c3C2)cccc3	533.3 uM	44400	57836	51118	-4.42	-5.68	-5.05	Y	Y	46056	36748	41402	-3.91	-6.69	-5.30	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 68047303	N-[2-(dimethylamino)ethyl]-3-(2-hydroxyphenyl)-N-(4-methylbenzyl)-1H-pyrazole-5-carboxamide	c1(C(=O)N(CCN(C)C)Cc(cc2)ccc2C)[nH]nc(c3ccccc3O)c1	533.3 uM	38929	38936	38932.5	-5.68	-11.86	-8.77	Y	Y	6718	9744	8231	-10.88	-11.22	-11.05	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 48722378	4-{2-[1-(pyridazin-4-ylcarbonyl)piperidin-2-yl]ethyl}phenol	C(=O)(c(ccnn1)c1)N2CCCCC2CCc(cc3)ccc3O	533.3 uM	17373	19480	18426.5	-10.65	-18.22	-14.43	Y	Y	41997	30178	36087.5	-4.63	-7.79	-6.21	Y	Y	Y	Y	Peptide & Nucleosome
